gender,gender_binary,age,weight(kg),height(m),BMI,BMR,calories_to_maintain_weight,activity_level,ideal_weight
F,0,15,53.65074007,1.605407974,20.81636459,1372.466,1784.2058,1.3,56.70136479
M,1,15,51.24332253,1.595584001,20.12787538,1463.826,1756.5912,1.2,56.00954269
F,0,15,53.08538519,1.619151568,20.24883136,1369.375,1643.25,1.2,57.6763396
M,1,15,52.48281737,1.615853751,20.10078597,1490.941,2832.7879,1.9,57.44163358
F,0,15,54.08015965,1.592508027,21.32429613,1374.396,1786.7148,1.3,55.79379995
F,0,15,48.24776929,1.588905388,19.11090103,1317.793,1976.6895,1.5,55.5416473
F,0,15,51.5613339,1.591101172,20.36706984,1349.976,2564.9544,1.9,55.69526467
M,1,15,51.71843121,1.609195544,19.9722825,1477.14,2215.71,1.5,56.96922657
F,0,15,54.21335397,1.618307208,20.70066699,1380.06,1794.078,1.3,57.61620083
F,0,15,49.60314322,1.600725736,19.35866224,1332.814,1999.221,1.5,56.3711034
M,1,15,54.06336011,1.608549087,20.89461615,1508.943,1810.7316,1.2,56.92346364
F,0,15,54.38994173,1.613764574,20.88518078,1380.983,1795.2779,1.3,57.29319421
M,1,15,53.4581985,1.616686216,20.45327457,1504.72,1805.664,1.2,57.50083506
M,1,15,53.35012965,1.617681915,20.38680734,1503.738,1954.8594,1.3,57.57168512
M,1,15,52.49966764,1.617914469,20.0560515,1492.203,1790.6436,1.2,57.58823904
F,0,15,53.57772145,1.60854753,20.70696473,1372.299,1646.7588,1.2,56.92335344
M,1,15,50.55716358,1.609311859,19.52100971,1461.289,2191.9335,1.5,56.97746251
F,0,15,51.68389994,1.609602875,19.94884698,1354.298,2031.447,1.5,56.99807113
M,1,15,50.55403413,1.622571809,19.20206631,1467.876,2201.814,1.5,57.92026406
M,1,15,52.60064244,1.588748705,20.83918016,1479.003,2810.1057,1.9,55.53069385
F,0,15,52.6511309,1.615695957,20.16918861,1364.619,2592.7761,1.9,57.43041536
M,1,15,48.25270872,1.596820805,18.92384286,1423.473,2419.9041,1.7,56.09640703
M,1,15,54.13893893,1.619016257,20.65414971,1515.212,1969.7756,1.3,57.66670009
F,0,15,50.41009668,1.609534303,19.4588449,1342.058,2013.087,1.5,56.9932148
F,0,15,53.32384083,1.603952049,20.72710571,1369.081,2601.2539,1.9,56.59856786
M,1,15,53.57486278,1.62533433,20.28035955,1510.643,2870.2217,1.9,58.11765705
M,1,15,47.61168126,1.595980466,18.69211201,1414.27,2404.259,1.7,56.03738025
M,1,15,50.74091747,1.599203259,19.84042557,1458.752,1750.5024,1.2,56.2639234
F,0,15,53.24841548,1.624343196,20.18139123,1371.823,1646.1876,1.2,58.046798
F,0,15,52.17826632,1.611629128,20.08905134,1359.388,1631.2656,1.2,57.14166582
F,0,15,53.6036647,1.596486226,21.03120372,1370.498,1781.6474,1.3,56.07290194
F,0,15,49.16720214,1.624750765,18.62524504,1332.713,1999.0695,1.5,58.07593106
M,1,15,53.0738005,1.600525215,20.71834909,1491.374,1789.6488,1.2,56.3569812
F,0,15,52.57524025,1.610389138,20.27307377,1362.988,2589.6772,1.9,57.05376987
F,0,15,48.00005115,1.624026915,18.19932394,1321.385,1717.8005,1.3,58.02419525
F,0,15,51.34953404,1.621141343,19.53865857,1353.05,1758.965,1.3,57.81818359
M,1,15,53.4141238,1.595228761,20.9898902,1493.388,1792.0656,1.2,55.9846056
M,1,15,52.86148302,1.599997464,20.64908225,1488.201,2827.5819,1.9,56.31982147
F,0,15,51.98671815,1.620548797,19.79557751,1359.066,2038.599,1.5,57.77592488
M,1,15,47.85441103,1.594220014,18.82892222,1416.715,2408.4155,1.7,55.91382397
F,0,15,48.75575918,1.614659568,18.7009635,1327.047,1592.4564,1.2,57.35676145
F,0,15,48.39078465,1.618430041,18.4745897,1324.185,2515.9515,1.9,57.62494755
M,1,15,50.93529307,1.614244894,19.54699341,1468.936,2790.9784,1.9,57.32730471
M,1,15,52.4017944,1.623361604,19.88454324,1493.585,1792.302,1.2,57.97666374
F,0,15,53.5344971,1.61163063,20.61117266,1372.408,2607.5752,1.9,57.14177233
M,1,15,50.3288091,1.592435342,19.84691632,1449.722,2754.4718,1.9,55.78870701
F,0,15,52.07817978,1.619750612,19.84995337,1359.808,2039.712,1.5,57.71902499
M,1,15,54.25290817,1.607984995,20.98258733,1511.257,2871.3883,1.9,56.88354637
M,1,15,54.26140026,1.587933708,21.5192069,1501.348,2552.2916,1.7,55.47373614
M,1,15,47.73451145,1.608378387,18.45253445,1422.152,1848.7976,1.3,56.91138279
M,1,15,53.05382376,1.615303547,20.33332475,1498.489,1798.1868,1.2,57.40252208
M,1,15,52.37756455,1.609964584,20.20750318,1486.555,2824.4545,1.9,57.02369116
M,1,15,49.66994651,1.612113947,19.11182771,1450.535,2756.0165,1.9,57.17605032
M,1,15,54.04861119,1.61493287,20.72409576,1511.932,1814.3184,1.2,57.37617984
M,1,15,48.02217704,1.61220303,18.47576281,1428.005,1713.606,1.2,57.18236942
F,0,15,49.90201127,1.603467956,19.40874612,1336.149,1603.3788,1.2,56.56440869
F,0,15,50.13189405,1.604869171,19.46412317,1338.594,2007.891,1.5,56.66331123
M,1,15,50.99141058,1.614121046,19.57153217,1469.643,1763.5716,1.2,57.31850853
F,0,15,48.73723522,1.589823023,19.28249932,1322.647,1983.9705,1.5,55.60581938
M,1,15,53.62962079,1.618531002,20.47211351,1507.991,2563.5847,1.7,57.6321373
M,1,15,48.83724383,1.596109495,19.17016205,1431.125,2432.9125,1.7,56.04644144
F,0,15,52.97976652,1.591863819,20.90731278,1363.723,1636.4676,1.2,55.7486692
M,1,15,53.71695662,1.602340911,20.92192095,1501.093,2852.0767,1.9,56.48492069
F,0,15,52.55890336,1.620111907,20.02425039,1364.484,2592.5196,1.9,57.74477701
M,1,15,54.38685474,1.607621188,21.04391315,1512.911,1815.4932,1.2,56.85780945
M,1,15,52.64716839,1.599721299,20.57246648,1485.127,2227.6905,1.5,56.30038116
F,0,15,50.55387833,1.614734906,19.38884826,1344.322,2016.483,1.5,57.36211397
M,1,15,54.03011093,1.615005588,20.71513655,1511.715,1814.058,1.2,57.38134708
M,1,15,50.35507652,1.598861752,19.69796826,1453.295,2179.9425,1.5,56.23989584
M,1,15,52.60015294,1.611228896,20.26154334,1490.237,2235.3555,1.5,57.11328822
F,0,15,51.80302044,1.599110574,20.25807118,1353.658,1624.3896,1.2,56.25740181
M,1,15,52.84538004,1.610220569,20.38150669,1493.092,2836.8748,1.9,57.04182618
F,0,15,52.88969932,1.589257453,20.94028482,1362.415,2588.5885,1.9,55.56626354
M,1,15,50.7956721,1.616871538,19.43012878,1468.336,2202.504,1.5,57.51401855
M,1,15,52.24218827,1.599292893,20.42515427,1479.364,2810.7916,1.9,56.27023067
F,0,15,52.4775063,1.610039616,20.24417417,1361.991,2587.7829,1.9,57.02900643
F,0,15,53.06768823,1.594271951,20.87879155,1364.976,1637.9712,1.2,55.91746718
F,0,15,50.85539695,1.589539806,20.12770377,1342.934,2014.401,1.5,55.58600949
M,1,15,50.42546172,1.60701935,19.5257476,1458.339,2187.5085,1.5,56.81524621
F,0,15,50.2829336,1.607742685,19.45304191,1340.532,2010.798,1.5,56.86640391
M,1,15,50.73399898,1.596954723,19.89362328,1457.533,2769.3127,1.9,56.10581652
M,1,15,47.64791064,1.600979442,18.58969872,1417.266,1842.4458,1.3,56.38897382
M,1,15,47.77654614,1.6081872,18.47317517,1422.632,2418.4744,1.7,56.89785355
F,0,15,48.66089357,1.592423961,19.1894564,1322.357,1586.8284,1.2,55.78790957
M,1,15,54.27322194,1.603817076,21.09968335,1509.452,1811.3424,1.2,56.58904269
M,1,15,54.14149136,1.618436159,20.669933,1514.957,1969.4441,1.3,57.62538322
F,0,15,53.6010708,1.607638582,20.73942087,1372.369,2607.5011,1.9,56.85903983
M,1,15,51.84166434,1.60595982,20.10062611,1477.211,2215.8165,1.5,56.74035276
M,1,15,53.36424969,1.598212784,20.89205723,1494.197,2241.2955,1.5,56.19425026
F,0,15,47.80793446,1.599776203,18.68019975,1315.418,1973.127,1.5,56.30424579
M,1,15,52.60104128,1.601702262,20.50363036,1485.485,1782.582,1.2,56.43990299
F,0,15,52.51894998,1.62458875,19.89890375,1364.862,2593.2378,1.9,58.06434935
F,0,15,52.23944359,1.594960694,20.53518278,1357.142,1628.5704,1.2,55.96579154
M,1,15,50.92662643,1.595598986,20.00310454,1459.494,2773.0386,1.9,56.01059473
M,1,15,47.99459178,1.624425544,18.18832401,1433.739,1720.4868,1.2,58.05268366
M,1,15,50.73875299,1.620686546,19.31709143,1469.464,2204.196,1.5,57.78574737
F,0,15,53.17564013,1.617242497,20.33117305,1369.917,1643.9004,1.2,57.54041247
M,1,15,50.8348877,1.616360672,19.45742292,1468.618,2790.3742,1.9,57.47768008
F,0,15,52.64389697,1.596569153,20.65249673,1361.298,1633.5576,1.2,56.07872733
M,1,15,51.62927742,1.623203125,19.59522736,1482.923,1779.5076,1.2,57.96534447
F,0,15,51.07034787,1.623870825,19.3671563,1350.833,1756.0829,1.3,58.01304204
F,0,15,51.85298219,1.601525654,20.21649857,1354.548,2573.6412,1.9,56.42745725
F,0,16,52.35117315,1.596206272,20.54699864,1353.726,1624.4712,1.2,56.05323818
F,0,16,48.9960196,1.612036954,18.85431737,1324.208,1986.312,1.5,57.1705891
M,1,16,52.48563557,1.59233701,20.70000652,1472.422,2208.633,1.5,55.78181738
F,0,16,48.71686969,1.600253825,19.02399078,1319.525,1583.43,1.2,56.3378707
M,1,16,48.33682603,1.601895321,18.83691872,1420.362,2414.6154,1.7,56.45350963
F,0,16,52.03392428,1.599327607,20.34284606,1351.211,2026.8165,1.5,56.27267348
F,0,16,51.91045262,1.622228789,19.72561748,1353.919,2030.8785,1.5,57.89577736
F,0,16,52.09177082,1.596830509,20.42920554,1351.342,2567.5498,1.9,56.09708884
M,1,16,49.9465105,1.618804458,19.0597135,1450.869,2176.3035,1.5,57.65161321
M,1,16,47.98104035,1.589297638,18.99586981,1409.189,2395.6213,1.7,55.56907361
M,1,16,52.81814958,1.619050131,20.14942187,1490.334,2831.6346,1.9,57.66911319
M,1,16,48.58452242,1.59299608,19.14557984,1419.306,1845.0978,1.3,55.82800324
F,0,16,48.63275075,1.60505785,18.87762935,1319.534,1979.301,1.5,56.67663544
F,0,16,48.06947167,1.590763466,18.9958238,1311.697,1967.5455,1.5,55.6716249
F,0,16,51.47702324,1.59138046,20.32663004,1344.514,1613.4168,1.2,55.71481891
F,0,16,51.03206486,1.615072674,19.56406076,1344.27,2016.405,1.5,57.38611433
M,1,16,52.83617657,1.60088587,20.61629596,1481.499,1777.7988,1.2,56.38238251
M,1,16,48.10090392,1.623326865,18.25329554,1427.846,2427.3382,1.7,57.97418243
F,0,16,53.24770661,1.605067744,20.66874815,1363.839,2591.2941,1.9,56.67733418
F,0,16,53.74256306,1.592777838,21.18399994,1366.501,1639.8012,1.2,55.81270731
F,0,16,52.06633139,1.6073392,20.15310211,1352.884,2029.326,1.5,56.83786468
F,0,16,53.58282791,1.591313113,21.15993589,1364.718,1774.1334,1.3,55.71010332
M,1,16,54.0854125,1.610532207,20.85169279,1503.436,1804.1232,1.2,57.06390778
F,0,16,47.66215914,1.591883981,18.80835821,1307.977,1961.9655,1.5,55.7500814
F,0,16,51.14546549,1.608044595,19.77930186,1344.164,1612.9968,1.2,56.88776323
F,0,16,51.6066972,1.601030971,20.13291218,1347.4,2560.06,1.9,56.39260374
M,1,16,51.45371472,1.607834897,19.90370073,1466.033,2199.0495,1.5,56.87292723
M,1,16,50.52171563,1.595673148,19.84221798,1447.184,2170.776,1.5,56.0158015
M,1,16,48.33447144,1.599916407,18.88262592,1419.34,2412.878,1.7,56.31411521
F,0,16,52.18405964,1.623327533,19.80275217,1356.733,1628.0796,1.2,57.97423015
F,0,16,51.85583812,1.624563858,19.64825943,1353.792,2572.2048,1.9,58.06257003
F,0,16,49.55719725,1.60958141,19.12849676,1329.178,1595.0136,1.2,56.99655094
M,1,16,49.88585244,1.620657743,18.99305302,1450.965,2176.4475,1.5,57.78369344
F,0,16,51.45637954,1.610306367,19.84367958,1347.533,2021.2995,1.5,57.0479051
M,1,16,53.61055952,1.614268864,20.57304611,1498.799,2248.1985,1.5,57.32900724
F,0,16,51.6276291,1.600753409,20.14806348,1347.553,2560.3507,1.9,56.37305248
M,1,16,53.95048487,1.624789543,20.43624599,1508.716,2866.5604,1.9,58.0787033
M,1,16,47.68053864,1.593921449,18.76753884,1407.384,1829.5992,1.3,55.89288288
M,1,16,49.99177952,1.606367346,19.37353456,1445.271,2167.9065,1.5,56.76915311
M,1,16,51.91940835,1.623744727,19.69219953,1480.368,1776.4416,1.2,58.00403265
F,0,16,50.37996281,1.619472776,19.20925576,1338.758,1606.5096,1.2,57.69922559
M,1,16,54.15592288,1.599114615,21.17808934,1498.693,2847.5167,1.9,56.25768614
M,1,16,52.71609276,1.598452258,20.63212094,1478.637,2217.9555,1.5,56.21109166
M,1,16,53.33215873,1.613564487,20.48408216,1494.633,2839.8027,1.9,57.27898778
M,1,16,49.84209902,1.614894872,19.11207375,1447.484,2750.2196,1.9,57.37347985
F,0,16,49.65027687,1.594803685,19.52123158,1327.559,1991.3385,1.5,55.95477346
F,0,16,50.07777217,1.607587019,19.37742296,1333.836,2000.754,1.5,56.85539252
M,1,16,53.74303374,1.601242711,20.96079965,1494.101,2838.7919,1.9,56.40752083
F,0,16,48.46353265,1.610452558,18.68612273,1318.827,1978.2405,1.5,57.05826371
M,1,16,48.71512614,1.591913682,19.22316087,1420.554,1846.7202,1.3,55.75216176
M,1,16,51.48083155,1.613986248,19.76268249,1469.481,2204.2215,1.5,57.30893539
M,1,16,52.55650985,1.605375427,20.3926326,1479.912,2811.8328,1.9,56.69906576
F,0,16,49.87891334,1.596195958,19.57692919,1329.991,1595.9892,1.2,56.0525138
M,1,16,50.97336173,1.600619794,19.89605214,1455.845,2766.1055,1.9,56.36364195
F,0,16,51.71711179,1.58791772,20.51059565,1346.23,2557.837,1.9,55.47261908
F,0,16,51.34929378,1.594896294,20.18689746,1343.886,2015.829,1.5,55.96127215
M,1,16,49.36019358,1.589693521,19.53214978,1428.281,2428.0777,1.7,55.5967608
F,0,16,50.62757423,1.621391423,19.25800861,1341.461,2012.1915,1.5,57.83602322
F,0,16,49.34161321,1.603163687,19.19807173,1326.017,1591.2204,1.2,56.54294376
M,1,16,49.54644465,1.607159852,19.18202029,1439.566,2447.2622,1.7,56.82518138
F,0,16,53.25631669,1.598295241,20.8476503,1362.771,2589.2649,1.9,56.2000489
F,0,16,47.60114075,1.596710173,18.67089669,1308.212,1962.318,1.5,56.08863428
M,1,16,48.60880821,1.616415436,18.60411413,1431.348,2433.2916,1.7,57.48157496
M,1,16,53.59650179,1.624258068,20.31544684,1503.601,2556.1217,1.7,58.04071397
F,0,16,50.48432261,1.590770753,19.94992825,1334.881,2002.3215,1.5,55.67213495
F,0,16,52.80060988,1.607035706,20.44503633,1359.882,1767.8466,1.3,56.81640273
F,0,16,53.62134759,1.615941896,20.53459977,1369.275,1780.0575,1.3,57.44790065
F,0,16,49.36681804,1.620154215,18.80712561,1329.148,1594.9776,1.2,57.74779297
M,1,16,54.32053104,1.58967949,21.49536704,1496.231,2842.8389,1.9,55.59577938
F,0,16,52.42617014,1.592325734,20.67684655,1353.787,1759.9231,1.3,55.78102735
M,1,16,53.90590912,1.611714179,20.75201733,1501.568,1952.0384,1.3,57.14769709
F,0,16,53.33459434,1.587978004,21.15047043,1361.768,2042.652,1.5,55.47683111
F,0,16,48.57690123,1.592577856,19.15263189,1316.876,1975.314,1.5,55.798693
F,0,16,50.6397682,1.600822998,19.76082533,1338.082,1605.6984,1.2,56.37795396
M,1,16,52.91166286,1.592153463,20.8728407,1478.167,2217.2505,1.5,55.76895829
M,1,16,48.21937941,1.60603451,18.69441462,1420.823,2415.3991,1.7,56.74563064
F,0,16,53.91047168,1.593957392,21.21874605,1368.313,1641.9756,1.2,55.89540369
M,1,16,51.5678048,1.616776396,19.72780307,1472.067,2796.9273,1.9,57.50725012
F,0,16,51.70256069,1.597960235,20.24790607,1347.798,1752.1374,1.3,56.17649208
M,1,16,48.84312422,1.621032278,18.58746271,1436.867,2442.6739,1.7,57.81040422
F,0,16,53.56115096,1.617693137,20.46716143,1368.995,1642.794,1.2,57.57248388
M,1,16,54.35281349,1.624638998,20.59246241,1514.153,1816.9836,1.2,58.06794122
M,1,16,48.0071788,1.620081657,18.29078628,1424.939,1852.4207,1.3,57.74262066
M,1,16,54.1410637,1.590011782,21.41539549,1493.938,2838.4822,1.9,55.61902427
F,0,16,53.57767675,1.596845127,21.01155929,1365.609,2594.6571,1.9,56.09811591
F,0,16,48.93684295,1.595442704,19.22531764,1320.819,1584.9828,1.2,55.99962328
F,0,16,50.25419838,1.609484077,19.3998772,1335.853,1603.0236,1.2,56.98965787
M,1,16,54.36313057,1.588324574,21.54894178,1496.137,1795.3644,1.2,55.50104895
F,0,16,51.74649554,1.605858443,20.06625951,1349.562,2024.343,1.5,56.73318946
M,1,16,52.41670318,1.599784471,20.48079207,1475.201,2802.8819,1.9,56.30482778
F,0,16,51.16509185,1.59341055,20.15201052,1341.865,1610.238,1.2,55.85705798
M,1,16,51.6437278,1.619821053,19.68264706,1474.63,2801.797,1.9,57.72404536
F,0,16,48.76480886,1.620493614,18.56999893,1323.426,1985.139,1.5,57.77199017
F,0,16,47.76872708,1.619866565,18.20476955,1313.757,2496.1383,1.9,57.72728914
M,1,16,53.62452469,1.596890537,21.02873562,1490.301,2831.5719,1.9,56.10130652
M,1,16,50.1568504,1.607232692,19.41658024,1447.965,2751.1335,1.9,56.83033238
F,0,16,53.88917244,1.602319265,20.98956342,1369.53,1780.389,1.3,56.48339459
M,1,16,48.11205673,1.605160682,18.67312035,1418.916,2412.1572,1.7,56.68389793
M,1,16,54.25127912,1.595516115,21.31118467,1498.201,2247.3015,1.5,56.00477681
F,0,16,52.61711176,1.592501293,20.74757857,1355.649,2575.7331,1.9,55.7933281
M,1,16,48.53566819,1.603032865,18.8875732,1423.655,2420.2135,1.7,56.53371606
F,0,16,50.8018111,1.595031001,19.9682929,1338.653,2007.9795,1.5,55.97072567
F,0,16,48.05939675,1.615365942,18.41774565,1315.782,1578.9384,1.2,57.40695678
M,1,16,52.41552889,1.621936691,19.92471763,1486.261,2823.8959,1.9,57.87492985
F,0,16,53.59366573,1.593954028,21.09414273,1365.271,1774.8523,1.3,55.89516775
F,0,16,48.01530362,1.618761769,18.32372654,1315.936,1710.7168,1.3,57.64857263
F,0,16,52.97380213,1.587616424,21.01696392,1358.243,2037.3645,1.5,55.45157001
F,0,16,53.53960864,1.610912704,20.63151781,1367.635,1641.162,1.2,57.09087428
M,1,16,53.19207972,1.591469862,21.00149123,1481.666,1777.9992,1.2,55.72107908
M,1,16,50.52742039,1.607284177,19.55878119,1453.068,2760.8292,1.9,56.83397336
M,1,16,54.39330453,1.59230429,21.45326086,1498.54,2247.81,1.5,55.77952494
F,0,16,53.55737566,1.617901233,20.46045449,1368.994,1779.6922,1.3,57.58729679
M,1,16,50.96224736,1.61151794,19.6235819,1461.142,2191.713,1.5,57.13378156
M,1,16,53.02522516,1.590811209,20.9529529,1479.051,1774.8612,1.2,55.67496666
F,0,16,52.02101925,1.625303654,19.69290715,1355.503,1626.6036,1.2,58.11546329
M,1,16,52.13221231,1.607392318,20.17726874,1475.107,2212.6605,1.5,56.84162141
M,1,16,50.78502792,1.589594103,20.09847979,1447.752,2750.7288,1.9,55.58980707
M,1,16,49.92241447,1.589257909,19.76545511,1435.766,2440.8022,1.7,55.56629543
F,0,16,48.34779319,1.613779234,18.56472029,1318.281,2241.0777,1.7,57.29423515
M,1,16,51.02750318,1.617511232,19.50337218,1465.032,1758.0384,1.2,57.55953688
F,0,16,50.8971884,1.62060951,19.37925272,1343.917,2015.8755,1.5,57.78025405
M,1,16,48.35735382,1.612580262,18.59601329,1425.986,2424.1762,1.7,57.20913223
M,1,16,51.67576353,1.59908108,20.20905159,1464.699,2782.9281,1.9,56.25532661
M,1,16,52.09777379,1.609673374,20.1068318,1475.776,1770.9312,1.2,57.00306416
M,1,16,49.79814762,1.622649853,18.91313657,1450.76,2756.444,1.9,57.925836
F,0,16,49.79547502,1.587938182,19.74798082,1327.786,1593.3432,1.2,55.47404874
F,0,16,52.96815478,1.588477871,20.9919366,1358.336,1630.0032,1.2,55.51176283
F,0,16,49.40518783,1.590287709,19.53534791,1324.439,1589.3268,1.2,55.63832994
M,1,16,51.46487022,1.606198167,19.94860954,1465.368,1758.4416,1.2,56.75719614
M,1,16,50.56020722,1.623961339,19.1715609,1461.856,1754.2272,1.2,58.01950947
M,1,16,48.26108349,1.611678972,18.57975524,1424.216,2421.1672,1.7,57.14520039
M,1,16,52.42507203,1.604569183,20.36208012,1477.708,1773.2496,1.2,56.64212979
M,1,16,52.52247968,1.619582488,20.02345782,1486.549,2824.4431,1.9,57.70704358
M,1,16,49.42237376,1.602202264,19.25257919,1435.388,2153.082,1.5,56.47514608
M,1,16,49.98599877,1.620702047,19.03014129,1452.359,2178.5385,1.5,57.78685275
M,1,16,48.64359379,1.590303675,19.23381913,1418.769,1844.3997,1.3,55.63944713
M,1,16,52.13989855,1.593950002,20.52205241,1468.492,2790.1348,1.9,55.8948854
M,1,16,54.34047778,1.58771274,21.55656674,1495.521,1794.6252,1.2,55.45829838
M,1,16,54.32680085,1.621894826,20.65231567,1512.425,1966.1525,1.3,57.87194219
F,0,16,48.14554131,1.588607824,19.07755347,1312.061,2230.5037,1.7,55.52084601
F,0,16,50.76711426,1.589725884,20.08805954,1337.418,1604.9016,1.2,55.5990245
F,0,16,52.87307098,1.620552219,20.1329992,1362.875,1771.7375,1.3,57.77616888
F,0,16,47.94895091,1.598115052,18.77426853,1311.789,1967.6835,1.5,56.18737783
F,0,16,52.82011296,1.613344859,20.29293699,1361.142,2041.713,1.5,57.26339595
F,0,16,53.73734139,1.589331936,21.27389227,1365.865,2595.1435,1.9,55.57147206
F,0,16,53.27607832,1.603235008,20.72706807,1363.8,1772.94,1.3,56.5479748
F,0,16,50.92199473,1.612730988,19.57859604,1342.815,2014.2225,1.5,57.21982727
F,0,16,52.680357,1.593483551,20.7469156,1356.424,1627.7088,1.2,55.8621762
M,1,16,52.02632647,1.603097576,20.24432249,1471.509,2207.2635,1.5,56.53828044
M,1,16,50.58714429,1.616380523,19.36212172,1458.434,1750.1208,1.2,57.47909189
F,0,16,52.51381397,1.600581913,20.49829558,1356.032,2034.048,1.5,56.36097412
M,1,16,48.57187064,1.600047635,18.97225728,1422.658,1849.4554,1.3,56.32335355
M,1,16,52.80877634,1.605896001,20.47723297,1483.628,2225.442,1.5,56.73584325
F,0,16,48.10740721,1.58944105,19.04246213,1311.836,1967.754,1.5,55.57910273
F,0,16,52.07007658,1.591963679,20.54574562,1350.307,2025.4605,1.5,55.75566382
F,0,16,52.90290619,1.601350497,20.63035649,1359.897,1631.8764,1.2,56.41511511
F,0,16,52.67597655,1.618348673,20.11260867,1360.609,1632.7308,1.2,57.6191534
M,1,16,48.76192397,1.616802871,18.65377309,1433.64,2437.188,1.7,57.50913352
F,0,16,51.24192489,1.605894292,19.86970992,1344.725,2554.9775,1.9,56.7357225
M,1,16,53.08520196,1.59792922,20.79018707,1483.432,1780.1184,1.2,56.17431143
F,0,16,49.65481382,1.605909396,19.25392518,1329.491,1994.2365,1.5,56.73678974
F,0,16,48.26645675,1.615979095,18.48306291,1317.874,2240.3858,1.7,57.45054558
M,1,16,48.55316759,1.593768251,19.11468855,1419.263,2412.7471,1.7,55.88213923
M,1,16,54.19579908,1.613915997,20.80672713,1506.64,2862.616,1.9,57.3039466
M,1,16,51.96080772,1.604100098,20.19356342,1471.113,2206.6695,1.5,56.60901674
M,1,16,53.98730258,1.614663667,20.70749108,1504.158,2557.0686,1.7,57.35705267
F,0,16,47.9020618,1.617556316,18.30776744,1314.644,1577.5728,1.2,57.56274558
M,1,16,51.43006151,1.608998393,19.86578922,1466.291,2785.9529,1.9,56.95526823
M,1,16,51.3264823,1.592752959,20.23227221,1456.749,2767.8231,1.9,55.81096374
F,0,16,52.71745434,1.621085731,20.06053283,1361.472,1769.9136,1.3,57.81421684
